Time Stamp,time,P up,P down,T,,,Water in,,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,Pump Volume,P Pump,Q pump
00:14.6,9.850048889,1460.442348,1049.831079,6.76748,25.353543,4.95,4.059,5,5,0,0,0,0.0428328,0,194.655417,1436.2,0.05
03:14.6,9.900048889,1459.942857,1050.667149,6.767035,25.503543,5.1,4.182,5,5,0,0,0,0.0428328,0,194.505298,1437,0.05
06:14.6,9.950049167,1460.945245,1051.493202,6.777266,25.653543,5.25,4.305,5,5,0,0,0,0.0428328,0,194.355464,1437.8,0.05
09:14.6,10.00004944,1461.517308,1052.180368,6.768621,25.803543,5.4,4.428,5,5,0,0,0,0.0428328,0,194.205345,1438.2,0.05
12:14.6,10.05004972,1461.675,1052.315825,6.758426,25.953543,5.55,4.551,5,5,0,0,0,0.0428328,0,194.055384,1437.8,0.05
15:14.6,10.10005,1461.525675,1051.517845,6.75022,26.103543,5.7,4.674,5,5,0,0,0,0.0428328,0,193.905455,1438.2,0.05
18:14.6,10.15005056,1462.060387,1051.500461,6.749022,26.253543,5.85,4.797,5,5,0,0,0,0.0428328,0,193.755462,1438.2,0.05
21:14.6,10.20005028,1461.698618,1051.733226,6.751744,26.403543,6,4.92,5,5,0,0,0,0.0428328,0,193.605406,1437.4,0.05
24:14.6,10.25005111,1460.751746,1052.066025,6.764265,26.553543,6.15,5.043,5,5,0,0,0,0.0428328,0,193.455477,1437,0.05
27:14.6,10.30005167,1460.492073,1052.389504,6.767685,26.703543,6.3,5.166,5,5,0,0,0,0.0428328,0,193.305263,1436.8,0.05
30:14.6,10.35005111,1460.531534,1052.682685,6.753153,26.853543,6.45,5.289,5,5,0,0,0,0.0428328,0,193.155365,1437,0.05
33:14.6,10.40005139,1460.322829,1052.939146,6.749096,27.003543,6.6,5.412,5.288889,5.288889,0,0,0,0.0428328,0,193.005468,1436.4,0.05
36:14.6,10.45005167,1460.365439,1053.311238,6.739521,27.153543,6.75,5.535,6,6,0,0,0,0.0428328,0,192.855444,1437.2,0.05
39:14.6,10.5000525,1460.805686,1053.142318,6.742411,27.303543,6.9,5.658,6,6,0,0,0,0.0428328,0,192.705356,1437.4,0.05
42:14.6,10.55005222,1460.879324,1052.211166,6.731298,27.453543,7.05,5.781,6,6,0,0,0,0.0428328,0,192.555427,1437.2,0.05
45:14.6,10.6000525,1460.892534,1052.23825,6.738894,27.603543,7.2,5.904,6,6,0,0,0,0.0428328,0,192.40534,1437.6,0.05
48:14.6,10.6500525,1461.947657,1053.160458,6.753706,27.753543,7.35,6.027,6,6,0,0,0,0.0428328,0,192.255252,1439.2,0.05
51:14.6,10.70005333,1462.637501,1054.051851,6.762409,27.903543,7.5,6.15,6,6,0,0,0,0.0428328,0,192.10545,1439,0.05
54:14.6,10.75005333,1462.460377,1054.868884,6.76866,28.053543,7.65,6.273,6,6,0,0,0,0.0428328,0,191.955426,1438.6,0.05
57:14.6,10.80005361,1462.070267,1055.556831,6.783096,28.203543,7.8,6.396,6,6,0,0,0,0.0428328,0,191.80537,1438,0.05
00:14.6,10.85005417,1461.502953,1055.769497,6.723946,28.353543,7.95,6.519,6,6,0,0,0,0.0428328,0,191.655377,1438,0.05
03:14.6,10.90005417,1461.498671,1055.952512,6.735495,28.503543,8.1,6.642,6,6,0,0,0,0.0428328,0,191.505353,1437.8,0.05
06:14.6,10.95005417,1461.121181,1056.057213,6.765098,28.653543,8.25,6.765,6,6,0,0,0,0.0428328,0,191.355487,1436.6,0.05
09:14.6,11.00005472,1460.290079,1056.15105,6.784868,28.803543,8.4,6.888,6,6,0,0,0,0.0428328,0,191.205336,1436,0.05
12:14.6,11.050055,1459.655764,1055.984455,6.799486,28.953543,8.55,7.011,6.088889,6.088889,0,0,0,0.0428328,0,191.055439,1435.4,0.05
15:14.6,11.10005528,1458.933313,1056.140277,6.74844,29.103543,8.7,7.134,7,7,0,0,0,0.0428328,0,190.905478,1435.4,0.05
18:14.6,11.15005528,1458.948601,1056.023193,6.759371,29.253543,8.85,7.257,7,7,0,0,0,0.0428328,0,190.755296,1434.8,0.05
21:14.6,11.20005556,1458.412439,1053.167343,6.758239,29.403543,9,7.38,7,7,0,0,0,0.0428328,0,190.605303,1434,0.05
24:14.6,11.25005583,1457.722911,1051.398269,6.762716,29.553543,9.15,7.503,7,7,0,0,0,0.0428328,0,190.455406,1433.4,0.05
27:14.6,11.30005611,1457.46942,1050.723727,6.792097,29.703543,9.3,7.626,7,7,0,0,0,0.0428328,0,190.305413,1432.8,0.05
30:14.6,11.35005667,1456.449038,1050.692763,6.808242,29.853543,9.45,7.749,7,7,0,0,0,0.0428328,0,190.155326,1432,0.05
33:14.6,11.40005694,1455.338416,1050.896135,6.772206,30.003543,9.6,7.872,7,7,0,0,0,0.0428328,0,190.005397,1431,0.05
36:14.6,11.45005722,1454.058577,1051.437878,6.769093,30.153543,9.75,7.995,7,7,0,0,0,0.0428328,0,189.855436,1429.2,0.05
39:14.6,11.50005722,1452.413075,1052.205609,6.759274,30.303543,9.9,8.118,7,7,0,0,0,0.0428328,0,189.705317,1428.4,0.05
42:14.6,11.5500575,1451.685528,1052.973373,6.818512,30.453543,10.05,8.241,7,7,0,0,0,0.0428328,0,189.555451,1427.6,0.05
45:14.6,11.60005778,1451.144733,1054.012649,6.790721,30.603543,10.2,8.364,7,7,0,0,0,0.0428328,0,189.4053,1427.2,0.05
48:14.6,11.6500575,1451.266508,1055.342878,6.799673,30.753543,10.35,8.487,7.688889,7.688889,0,0,0,0.0428328,0,189.255403,1427.8,0.05
51:14.6,11.70005833,1451.283958,1057.030848,6.807803,30.903543,10.5,8.61,8,8,0,0,0,0.0428328,0,189.10541,1427.4,0.05
54:14.6,11.75005833,1451.13962,1056.761854,6.824189,31.053543,10.65,8.733,8,8,0,0,0,0.0428328,0,188.955481,1427.6,0.05
57:14.6,11.80005861,1451.521912,1054.81822,7.066949,31.203543,10.8,8.856,8,8,0,0,0,0.0428328,0,188.805235,1428.4,0.05
00:14.6,11.85005917,1452.023216,1049.423231,7.279852,31.353543,10.95,8.979,8,8,0,0,0,0.0428328,0,188.655211,1427.8,0.05
03:14.6,11.90005944,1451.236338,1044.007952,6.839627,31.503543,11.1,9.102,8,8,0,0,0,0.0428328,0,188.50544,1426.2,0.05
06:14.6,11.95005917,1449.815998,1042.063819,6.794274,31.653543,11.25,9.225,8,8,0,0,0,0.0428328,0,188.355321,1425.2,0.05
09:14.6,12.00005972,1448.171508,1042.005049,6.794268,31.803543,11.4,9.348,8,8,0,0,0,0.0428328,0,188.205392,1422.8,0.05
12:14.6,12.05005972,1445.840754,1043.384996,6.78606,31.953543,11.55,9.471,8,8,0,0,0,0.0428328,0,188.055431,1421.2,0.05
15:14.6,12.10006,1444.234066,1045.687799,6.752053,32.103543,11.7,9.594,8,8,0,0,0,0.0428328,0,187.905343,1419.8,0.05
18:14.6,12.15006056,1442.903216,1047.566532,6.802016,32.253543,11.85,9.717,8.316667,8.316667,0,0,0,0.0428328,0,187.755256,1418.6,0.05
21:14.6,12.20006083,1441.838613,1049.798529,6.808407,32.403543,12,9.84,9,9,0,0,0,0.0428328,0,187.60539,1418.2,0.05
24:14.6,12.25006083,1441.458275,1047.932927,6.772956,32.553543,12.15,9.963,9,9,0,0,0,0.0428328,0,187.455398,1417.2,0.05
27:14.7,12.30006139,1440.660472,1044.499736,6.817432,32.703543,12.3,10.086,9,9,0,0,0,0.0428328,0,187.30531,1416.2,0.05
30:14.7,12.35006194,1439.699417,1043.155362,6.813618,32.853543,12.45,10.209,9,9,0,0,0,0.0428328,0,187.155381,1416.4,0.05
33:14.7,12.40006167,1439.747798,1042.685828,6.817237,33.003543,12.6,10.332,9,9,0,0,0,0.0428328,0,187.005293,1416,0.05
36:14.7,12.45006167,1439.459082,1043.382147,6.798381,33.153543,12.75,10.455,9,9,0,0,0,0.0428328,0,186.855333,1415,0.05
39:14.7,12.50006194,1438.044111,1044.809337,6.808026,33.303543,12.9,10.578,9,9,0,0,0,0.0428328,0,186.705404,1413.8,0.05
42:14.7,12.5500625,1437.014452,1046.121984,6.819731,33.453543,13.05,10.701,9,9,0,0,0,0.0428328,0,186.555411,1412.2,0.05
45:14.7,12.60006222,1435.744934,1047.081085,6.836567,33.603543,13.2,10.824,9,9,0,0,0,0.0428328,0,186.405387,1411.4,0.05
48:14.7,12.6500625,1435.082243,1046.955753,6.779313,33.753543,13.35,10.947,9,9,0,0,0,0.0428328,0,186.255299,1410.6,0.05
51:14.7,12.70006333,1434.342566,1045.501055,6.782192,33.903543,13.5,11.07,9.033333,9.033333,0,0,0,0.0428328,0,186.10537,1410.6,0.05
54:14.7,12.75006333,1433.991672,1045.223788,6.802447,34.053543,13.65,11.193,10,10,0,0,0,0.0428328,0,185.955378,1409.8,0.05
57:14.7,12.80006333,1433.37325,1045.040915,5.652052,34.203543,13.8,11.316,10,10,0,0,0,0.0428328,0,185.805449,1409.2,0.05
00:14.7,12.85006389,1433.089573,1044.709254,5.549707,34.353543,13.95,11.439,10,10,0,0,0,0.0428328,0,185.655424,1409.2,0.05
03:14.7,12.90006417,1433.177405,1045.090881,5.711914,34.503543,14.1,11.562,10,10,0,0,0,0.0428328,0,185.505432,1410,0.05
06:14.7,12.95006417,1434.525928,1046.68871,5.695829,34.653543,14.25,11.685,10,10,0,0,0,0.0428328,0,185.355408,1413,0.05
09:14.7,13.00006444,1437.076933,1048.662909,5.657736,34.803543,14.4,11.808,10,10,0,0,0,0.0428328,0,185.205352,1414.8,0.05
12:14.7,13.05006472,1438.665506,1050.687431,5.679433,34.953543,14.55,11.931,10,10,0,0,0,0.0428328,0,185.055359,1416,0.05
15:14.7,13.10006528,1440.461221,1051.952387,5.706987,35.103543,14.7,12.054,10,10,0,0,0,0.0428328,0,184.905399,1418.6,0.05
18:14.7,13.15006556,1442.301252,1052.681347,5.70896,35.253543,14.85,12.177,10,10,0,0,0,0.0428328,0,184.755406,1419.4,0.05
21:14.7,13.20006528,1442.974117,1051.805078,5.673761,35.403543,15,12.3,10,10,0,0,0,0.0428328,0,184.605255,1420.2,0.05
24:14.7,13.25006583,1444.122426,1050.147574,5.677736,35.553543,15.15,12.423,10,10,0,0,0,0.0428328,0,184.455263,1422,0.05
27:14.7,13.30006639,1445.884335,1049.432725,5.680966,35.703543,15.3,12.546,10.555556,10.555556,0,0,0,0.0428328,0,184.305365,1423.4,0.05
30:14.7,13.35006639,1447.196002,1049.283074,5.706069,35.853543,15.45,12.669,11,11,0,0,0,0.0428328,0,184.155373,1424.6,0.05
33:14.7,13.40006639,1448.911037,1049.352276,5.662942,36.003543,15.6,12.792,11,11,0,0,0,0.0428328,0,184.005476,1427.2,0.05
36:14.7,13.45006667,1451.349279,1051.558675,5.629539,36.153543,15.75,12.915,11,11,0,0,0,0.0428328,0,183.855293,1429.4,0.05
39:14.7,13.50006694,1453.795621,1047.265553,5.69228,36.303543,15.9,13.038,11,11,0,0,0,0.0428328,0,183.705237,1432.2,0.05
42:14.7,13.55006778,1456.492245,1048.61766,5.697444,36.453543,16.05,13.161,11,11,0,0,0,0.0428328,0,183.555276,1434.4,0.05
45:14.7,13.6000675,1458.618778,1051.755187,5.721723,36.603543,16.2,13.284,11,11,0,0,0,0.0428328,0,183.405442,1436.4,0.05
48:14.7,13.65006778,1460.256922,1053.737342,5.673078,36.753543,16.35,13.407,11,11,0,0,0,0.0428328,0,183.255418,1437.2,0.05
51:14.7,13.70006806,1460.846874,1055.924123,5.705413,36.903543,16.5,13.53,11,11,0,0,0,0.0428328,0,183.10533,1438,0.05
54:14.7,13.75006861,1461.880836,1055.006343,5.685893,37.053543,16.65,13.653,11,11,0,0,0,0.0428328,0,182.955401,1439.2,0.05
57:14.7,13.80006861,1462.955566,1053.962973,5.720296,37.203543,16.8,13.776,11,11,0,0,0,0.0428328,0,182.805409,1440,0.05
00:14.7,13.85006861,1463.575234,1053.605548,5.730371,37.353543,16.95,13.899,11.95,11.95,0,0,0,0.0428328,0,182.655353,1440.6,0.05
03:14.7,13.90006917,1464.439054,1053.782491,5.660174,37.503543,17.1,14.022,12,12,0,0,0,0.0428328,0,182.505392,1442,0.05
06:14.7,13.95006972,1465.827113,1055.054341,5.649367,37.653543,17.25,14.145,12,12,0,0,0,0.0428328,0,182.355305,1443.4,0.05
09:14.7,14.00006944,1467.021997,1057.300374,5.659964,37.803543,17.4,14.268,12,12,0,0,0,0.0428328,0,182.205344,1444,0.05
12:14.7,14.05007,1467.709635,1058.525995,5.637,37.953543,17.55,14.391,12,12,0,0,0,0.0428328,0,182.055415,1445,0.05
15:14.7,14.10007056,1468.940014,1056.259006,5.64583,38.103543,17.7,14.514,12,12,0,0,0,0.0428328,0,181.905454,1446.6,0.05
18:14.7,14.15007083,1470.564062,1055.289075,5.629373,38.253543,17.85,14.637,12,12,0,0,0,0.0428328,0,181.755271,1448.2,0.05
21:14.7,14.20007056,1472.11562,1055.712172,5.671659,38.403543,18,14.76,12,12,0,0,0,0.0428328,0,181.605342,1449.4,0.05
24:14.7,14.25007056,1472.880845,1056.762444,5.688543,38.553543,18.15,14.883,12,12,0,0,0,0.0428328,0,181.455413,1450,0.05
27:14.7,14.30007083,1473.614811,1058.357964,5.682113,38.703543,18.3,15.006,12,12,0,0,0,0.0428328,0,181.305452,1451.2,0.05
30:14.7,14.35007167,1475.013686,1059.498102,5.66696,38.853543,18.45,15.129,12.266667,12.266667,0,0,0,0.0428328,0,181.15527,1453,0.05
33:14.7,14.40007139,1477.304776,1059.161068,5.674113,39.003543,18.6,15.252,13,13,0,0,0,0.0428328,0,181.005277,1455.4,0.05
36:14.7,14.45007167,1479.206818,1058.822024,5.721526,39.153543,18.75,15.375,13,13,0,0,0,0.0428328,0,180.855316,1456.2,0.05
39:14.7,14.50007194,1480.348673,1060.256415,5.675608,39.303543,18.9,15.498,13,13,0,0,0,0.0428328,0,180.705356,1458,0.05
42:14.7,14.55007222,1481.914933,1061.886096,5.644233,39.453543,19.05,15.621,13,13,0,0,0,0.0428328,0,180.555458,1459.4,0.05
45:14.7,14.6000725,1483.376568,1064.274206,5.617116,39.603543,19.2,15.744,13,13,0,0,0,0.0428328,0,180.405371,1461,0.05
48:14.7,14.6500725,1484.836621,1065.265798,5.682732,39.753543,19.35,15.867,13,13,0,0,0,0.0428328,0,180.255346,1462.4,0.05
51:14.7,14.70007278,1486.548247,1064.504421,5.618804,39.903543,19.5,15.99,13,13,0,0,0,0.0428328,0,180.105259,1464.8,0.05
54:14.7,14.75007361,1488.914906,1065.819045,5.670609,40.053543,19.65,16.113,13,13,0,0,0,0.0428328,0,179.955362,1467.2,0.05
57:14.7,14.80007333,1491.222699,1065.608522,6.247497,40.203543,19.8,16.236,13,13,0,0,0,0.0428328,0,179.805401,1469.2,0.05
00:14.7,14.85007361,1492.88185,1060.851729,6.222401,40.353543,19.95,16.359,13,13,0,0,0,0.0428328,0,179.65544,1470.2,0.05
03:14.7,14.90007417,1493.431968,1055.763451,5.491404,40.503543,20.1,16.482,13.266667,13.266667,0,0,0,0.0428328,0,179.505416,1470.2,0.05
06:14.7,14.95007444,1494.020668,1053.746594,5.559631,40.653543,20.25,16.605,14,14,0,0,0,0.0428328,0,179.355328,1471.2,0.05
09:14.7,15.00007444,1494.532913,1053.416637,5.55718,40.803543,20.4,16.728,14,14,0,0,0,0.0428328,0,179.205399,1471.6,0.05
12:14.7,15.050075,1495.092396,1054.590189,5.542742,40.953543,20.55,16.851,14,14,0,0,0,0.0428328,0,179.055343,1472.2,0.05
15:14.7,15.10007528,1495.770634,1056.601846,5.494485,41.103543,20.7,16.974,14,14,0,0,0,0.0428328,0,178.905414,1473.2,0.05
18:14.7,15.15007556,1496.891987,1058.200173,5.525734,41.253543,20.85,17.097,14,14,0,0,0,0.0428328,0,178.755422,1474.4,0.05
21:14.7,15.20007583,1498.17307,1060.184355,5.62396,41.403543,21,17.22,14,14,0,0,0,0.0428328,0,178.605302,1475.8,0.05
24:14.7,15.25007583,1499.738653,1061.939534,5.618025,41.553543,21.15,17.343,14,14,0,0,0,0.0428328,0,178.455405,1477.6,0.05
27:14.7,15.30007583,1501.390894,1062.75195,5.603123,41.703543,21.3,17.466,14,14,0,0,0,0.0428328,0,178.305222,1479.4,0.05
30:14.7,15.35007639,1503.354876,1063.317746,5.581152,41.853543,21.45,17.589,14,14,0,0,0,0.0428328,0,178.155325,1481.6,0.05
33:14.7,15.40007639,1505.476172,1063.709232,5.63592,42.003543,21.6,17.712,14,14,0,0,0,0.0428328,0,178.005364,1483.6,0.05
36:14.7,15.45007639,1507.64507,1063.5262,5.633162,42.153543,21.75,17.835,14.627778,14.627778,0,0,0,0.0428328,0,177.85534,1485.2,0.05
39:14.7,15.50007694,1508.861786,1063.298718,5.649454,42.303543,21.9,17.958,15,15,0,0,0,0.0428328,0,177.705347,1486.2,0.05
42:14.7,15.55007722,1509.813098,1063.805519,5.643129,42.453543,22.05,18.081,15,15,0,0,0,0.0428328,0,177.555387,1487,0.05
45:14.7,15.60007722,1510.798795,1064.776439,5.687244,42.603543,22.2,18.204,15,15,0,0,0,0.0428328,0,177.405394,1488.4,0.05
48:14.7,15.6500775,1512.185835,1065.918563,5.642468,42.753543,22.35,18.327,15,15,0,0,0,0.0428328,0,177.255243,1489.6,0.05
51:14.7,15.70007806,1513.082188,1067.043959,5.666138,42.903543,22.5,18.45,15,15,0,0,0,0.0428328,0,177.105346,1490,0.05
54:14.7,15.75007806,1513.611464,1067.981814,5.656813,43.053543,22.65,18.573,15,15,0,0,0,0.0428328,0,176.955385,1490.8,0.05
57:14.7,15.80007833,1514.402408,1068.738357,5.685464,43.203543,22.8,18.696,15,15,0,0,0,0.0428328,0,176.805361,1491.6,0.05
00:14.7,15.85007861,1515.156449,1069.367949,5.725724,43.353543,22.95,18.819,15,15,0,0,0,0.0428328,0,176.6554,1492.4,0.05
03:14.7,15.90007889,1516.029996,1069.667866,5.644348,43.503543,23.1,18.942,15,15,0,0,0,0.0428328,0,176.505376,1493.2,0.05
06:14.7,15.95007972,1516.94109,1069.983338,5.648213,43.653543,23.25,19.065,15,15,0,0,0,0.0428328,0,176.355288,1494.6,0.05
09:14.7,16.00007972,1518.430704,1070.635679,5.6554,43.803543,23.4,19.188,15.45,15.45,0,0,0,0.0428328,0,176.205359,1496.4,0.05
12:14.7,16.05007972,1520.323862,1071.66042,5.665078,43.953543,23.55,19.311,16,16,0,0,0,0.0428328,0,176.055399,1498.2,0.05
15:14.7,16.10008028,1522.212709,1072.653906,5.698178,44.103543,23.7,19.434,16,16,0,0,0,0.0428328,0,175.905311,1500,0.05
18:14.7,16.15008028,1523.74663,1073.747184,5.633836,44.253543,23.85,19.557,16,16,0,0,0,0.0428328,0,175.755382,1501.6,0.05
21:14.7,16.20008083,1525.572179,1074.763511,5.666308,44.403543,24,19.68,16,16,0,0,0,0.0428328,0,175.605294,1503.8,0.05
24:14.7,16.25008056,1528.15373,1075.914821,5.687991,44.553543,24.15,19.803,16,16,0,0,0,0.0428328,0,175.455333,1506.4,0.05
27:14.7,16.30008111,1530.325728,1077.000367,5.642456,44.703543,24.3,19.926,16,16,0,0,0,0.0428328,0,175.305341,1508.2,0.05
30:14.7,16.35008167,1532.350001,1078.310273,5.673056,44.853543,24.45,20.049,16,16,0,0,0,0.0428328,0,175.155285,1510.2,0.05
33:14.7,16.40008167,1534.475911,1079.623061,5.70096,45.003543,24.6,20.172,16,16,0,0,0,0.0428328,0,175.005293,1512,0.05
36:14.7,16.45008194,1536.122919,1081.091945,5.720497,45.153543,24.75,20.295,16,16,0,0,0,0.0428328,0,174.855332,1513.8,0.05
39:14.7,16.5000825,1537.95811,1083.434075,5.703367,45.303543,24.9,20.418,16,16,0,0,0,0.0428328,0,174.705276,1515.6,0.05
42:14.7,16.55008222,1539.654024,1085.744128,5.706822,45.453543,25.05,20.541,16,16,0,0,0,0.0428328,0,174.555379,1517.2,0.05
45:14.7,16.60008278,1541.479397,1087.783235,5.709348,45.603543,25.2,20.664,16.672222,16.672222,0,0,0,0.0428328,0,174.405291,1519.8,0.05
48:14.7,16.6500825,1543.895396,1089.289702,5.681762,45.753543,25.35,20.787,17,17,0,0,0,0.0428328,0,174.255299,1521.6,0.05
51:14.7,16.70008306,1545.826161,1090.312981,5.688942,45.903543,25.5,20.91,17,17,0,0,0,0.0428328,0,174.105401,1524,0.05
54:14.7,16.75008333,1548.360896,1091.350769,5.687683,46.053543,25.65,21.033,17,17,0,0,0,0.0428328,0,173.955282,1526.6,0.05
57:14.7,16.80008389,1550.949738,1092.217711,5.700923,46.203543,25.8,21.156,17,17,0,0,0,0.0428328,0,173.805321,1529,0.05
00:14.7,16.85008361,1552.949486,1093.266837,5.692306,46.353543,25.95,21.279,17,17,0,0,0,0.0428328,0,173.655233,1531,0.05
03:14.7,16.90008417,1555.017099,1093.777899,5.695813,46.503543,26.1,21.402,17,17,0,0,0,0.0428328,0,173.505431,1533.8,0.05
06:14.7,16.95008417,1557.861929,1093.267393,5.667868,46.653543,26.25,21.525,17,17,0,0,0,0.0428328,0,173.355217,1536,0.05
09:14.7,17.00008472,1560.031373,1094.792033,5.651465,46.803543,26.4,21.648,17,17,0,0,0,0.0428328,0,173.205383,1538.2,0.05
12:14.7,17.050085,1562.29972,1094.990039,5.686958,46.953543,26.55,21.771,17,17,0,0,0,0.0428328,0,173.055327,1540,0.05
15:14.7,17.10008528,1564.205208,1095.085745,5.652509,47.103543,26.7,21.894,17,17,0,0,0,0.0428328,0,172.905271,1542.4,0.05
18:14.7,17.15008556,1566.956059,1095.503684,5.666222,47.253543,26.85,22.017,17,17,0,0,0,0.0428328,0,172.755279,1545.8,0.05
21:14.7,17.20008556,1569.986789,1097.064146,5.70661,47.403543,27,22.14,17.016667,17.016667,0,0,0,0.0428328,0,172.605381,1548,0.05
24:14.7,17.25008556,1571.833156,1099.382215,5.661914,47.553543,27.15,22.263,17.961111,17.961111,0,0,0,0.0428328,0,172.455389,1549.8,0.05
27:14.7,17.30008583,1574.111428,1100.251872,5.671102,47.703543,27.3,22.386,18,18,0,0,0,0.0428328,0,172.305428,1552.4,0.05
30:14.7,17.35008611,1576.600006,1102.370007,5.665429,47.853543,27.45,22.509,18,18,0,0,0,0.0428328,0,172.155404,1554.8,0.05
33:14.7,17.40008667,1578.752073,1105.083324,5.627768,48.003543,27.6,22.632,18,18,0,0,0,0.0428328,0,172.005316,1556.6,0.05
36:14.7,17.45008667,1580.69278,1107.39121,5.615192,48.153543,27.75,22.755,18,18,0,0,0,0.0428328,0,171.855292,1558.8,0.05
39:14.7,17.50008694,1583.382125,1109.944078,5.635268,48.303543,27.9,22.878,18,18,0,0,0,0.0428328,0,171.705363,1561.8,0.05
42:14.7,17.55008694,1586.135149,1112.313417,5.681261,48.453543,28.05,23.001,18,18,0,0,0,0.0428328,0,171.555244,1564.6,0.05
45:14.7,17.6000875,1589.327099,1115.2092,5.708636,48.603543,28.2,23.124,18,18,0,0,0,0.0428328,0,171.405283,1568.2,0.05
48:14.7,17.65008806,1592.729532,1118.096835,5.616885,48.753543,28.35,23.247,18,18,0,0,0,0.0428328,0,171.255227,1571.2,0.05
51:14.7,17.70008806,1595.884745,1120.312138,5.664378,48.903543,28.5,23.37,18,18,0,0,0,0.0428328,0,171.105235,1575.4,0.05
54:14.7,17.75008833,1600.905935,1121.296031,5.644105,49.053543,28.65,23.493,18,18,0,0,0,0.0428328,0,170.955432,1580.4,0.05
57:14.7,17.80008889,1604.815257,1121.442426,6.27925,49.203543,28.8,23.616,18,18,0,0,0,0.0428328,0,170.805345,1583.2,0.05
00:14.7,17.85008861,1607.294379,1120.104605,6.216301,49.353543,28.95,23.739,18,18,0,0,0,0.0428328,0,170.655289,1585.4,0.05
03:14.8,17.90008917,1609.381257,1123.768153,5.508026,49.503543,29.1,23.862,18.405556,18.405556,0,0,0,0.0428328,0,170.505391,1587,0.05
06:14.8,17.95008944,1611.312874,1126.521577,5.545137,49.653543,29.25,23.985,19,19,0,0,0,0.0428328,0,170.355304,1589.2,0.05
09:14.8,18.00008944,1613.504947,1128.611664,5.563789,49.803543,29.4,24.108,19,19,0,0,0,0.0428328,0,170.20528,1591.8,0.05
12:14.8,18.05008972,1616.37375,1129.327917,5.574028,49.953543,29.55,24.231,19,19,0,0,0,0.0428328,0,170.055224,1594.8,0.05
15:14.8,18.10009,1619.332904,1129.654013,5.571778,50.103543,29.7,24.354,19,19,0,0,0,0.0428328,0,169.905295,1597.6,0.05
18:14.8,18.15009028,1621.952402,1130.613853,5.576599,50.253543,29.85,24.477,19,19,0,0,0,0.0428328,0,169.755366,1599.8,0.05
21:14.8,18.20009056,1624.421841,1131.097722,5.646242,50.403543,30,24.6,19,19,0,0,0,0.0428328,0,169.605373,1602.6,0.05
24:14.8,18.25009056,1626.763214,1130.544916,5.622579,50.553543,30.15,24.723,19,19,0,0,0,0.0428328,0,169.455317,1604.6,0.05
27:14.8,18.30009083,1629.166651,1128.665842,5.587829,50.703543,30.3,24.846,19,19,0,0,0,0.0428328,0,169.305261,1607.6,0.05
30:14.8,18.35009139,1631.817333,1128.764596,5.629072,50.853543,30.45,24.969,19,19,0,0,0,0.0428328,0,169.155396,1609.2,0.05
33:14.8,18.40009139,1633.745275,1131.061817,5.688088,51.003543,30.6,25.092,19,19,0,0,0,0.0428328,0,169.005403,1611.8,0.05
36:14.8,18.45009194,1636.266066,1133.692684,5.684128,51.153543,30.75,25.215,19,19,0,0,0,0.0428328,0,168.855411,1614.4,0.05
39:14.8,18.50009167,1638.856725,1136.100511,5.643475,51.303543,30.9,25.338,19.472222,19.472222,0,0,0,0.0428328,0,168.705355,1616.8,0.05
42:14.8,18.5500925,1641.763604,1138.399734,5.642016,51.453543,31.05,25.461,20,20,0,0,0,0.0428328,0,168.555394,1620.2,0.05
45:14.8,18.6000925,1644.655064,1140.904056,5.654824,51.603543,31.2,25.584,20,20,0,0,0,0.0428328,0,168.405402,1622.8,0.05
48:14.8,18.65009278,1647.490756,1143.389067,5.659525,51.753543,31.35,25.707,20,20,0,0,0,0.0428328,0,168.255346,1625.6,0.05
51:14.8,18.70009306,1650.658697,1145.730067,5.632051,51.903543,31.5,25.83,20,20,0,0,0,0.0428328,0,168.10529,1629.2,0.05
54:14.8,18.75009333,1654.11297,1147.619083,5.695399,52.053543,31.65,25.953,20,20,0,0,0,0.0428328,0,167.955329,1632.8,0.05
57:14.8,18.80009361,1657.844303,1147.721135,6.252381,52.203543,31.8,26.076,20,20,0,0,0,0.0428328,0,167.805368,1636.4,0.05
00:14.8,18.85009389,1660.96486,1142.353006,6.55555,52.353543,31.95,26.199,20,20,0,0,0,0.0428328,0,167.655344,1638.6,0.05
03:14.8,18.90009361,1662.628232,1140.683533,6.535977,52.503543,32.1,26.322,20,20,0,0,0,0.0428328,0,167.505352,1639.4,0.05
06:14.8,18.95009417,1663.146793,1139.475222,6.540976,52.653543,32.25,26.445,20,20,0,0,0,0.0428328,0,167.355359,1639.2,0.05
09:14.8,19.00009444,1662.832467,1138.718496,6.561575,52.803543,32.4,26.568,20,20,0,0,0,0.0428328,0,167.20524,1638.6,0.05
12:14.8,19.05009444,1662.193431,1141.412526,6.553373,52.953543,32.55,26.691,20.8,20.8,0,0,0,0.0428328,0,167.055374,1638.8,0.05
