27:13.5,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
54:13.8,1142.023654,1012.802111,-9999,8.392222,6.734799,0,0,0,0,1.928248,1.409218,0
57:13.8,1141.991123,1012.619661,-9999,8.36929,6.728031,0,0,0,0,1.928222,1.409145,0
00:13.8,1141.937873,1013.052982,-9999,8.321941,6.701379,0,0,0,0,1.92818,1.409318,0
03:13.8,1141.923455,1013.244278,-9999,8.31393,6.678408,0,0,0,0,1.928168,1.409394,0
06:13.8,1141.904898,1013.136255,-9999,8.341878,6.707839,0,0,0,0,1.928153,1.409351,0
09:13.8,1141.915881,1012.982708,-9999,8.369743,6.757608,0,0,0,0,1.928162,1.40929,0
12:13.8,1141.911345,1013.063057,-9999,8.374214,6.742939,0,0,0,0,1.928158,1.409322,0
15:13.8,1141.851511,1013.455008,-9999,8.386037,6.742525,0,0,0,0,1.928111,1.409478,0
18:13.8,1141.801112,1013.444078,-9999,8.376633,6.739556,0,0,0,0,1.92807,1.409474,0
21:13.8,1141.75519,1013.379784,-9999,8.383209,6.741834,0,0,0,0,1.928034,1.409448,0
24:13.8,1141.734322,1013.259585,-9999,8.34376,6.743767,0,0,0,0,1.928017,1.4094,0
27:13.8,1141.697677,1013.183331,-9999,8.381916,6.749599,0,0,0,0,1.927988,1.40937,0
30:13.8,1141.613549,1012.975067,-9999,8.352138,6.726642,0,0,0,0,1.92792,1.409287,0
33:13.8,1141.587377,1012.84633,-9999,8.323856,6.71858,0,0,0,0,1.927899,1.409235,0
36:13.8,1141.504898,1012.753091,-9999,8.371876,6.71977,0,0,0,0,1.927833,1.409198,0
39:13.8,1141.398841,1012.907003,-9999,8.33812,6.711286,0,0,0,0,1.927749,1.40926,0
42:13.8,1141.378412,1013.244975,-9999,8.366724,6.740261,0,0,0,0,1.927732,1.409394,0
45:13.8,1141.353906,1013.124344,-9999,8.389685,6.75691,0,0,0,0,1.927713,1.409346,0
48:13.8,1141.337429,1013.075989,-9999,8.389346,6.752921,0,0,0,0,1.9277,1.409327,0
51:13.8,1141.261003,1012.972858,-9999,8.388088,6.749155,0,0,0,0,1.927639,1.409286,0
54:13.8,1141.192825,1012.88628,-9999,8.39645,6.751727,0,0,0,0,1.927584,1.409251,0
57:13.8,1141.335912,1013.283945,-9999,8.627476,7.155882,0,0,0,0,1.927698,1.40941,0
