21:04.4,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
56:04.6,890.964617,737.960767,-9999,6.826642,6.352876,0,0,0,0,1.727586,1.299641,28
57:04.6,891.338409,738.797028,-9999,6.963971,6.596467,0,0,0,0,1.727884,1.299975,28
58:04.6,891.529431,738.265476,-9999,7.122295,6.797214,0,0,0,0,1.728037,1.299763,28.366667
59:04.6,890.896406,738.305916,-9999,7.275488,6.647401,0,0,0,0,1.727531,1.299779,29
00:04.6,890.007778,736.696135,-9999,7.302847,5.326421,0,0,0,0,1.726821,1.299137,29
01:04.6,890.069451,737.75154,-9999,7.208993,5.177618,0,0,0,0,1.72687,1.299558,29
02:04.6,890.940268,738.424695,-9999,7.10348,5.254669,0,0,0,0,1.727566,1.299826,29
03:04.6,890.611942,738.466456,-9999,7.076506,5.340085,0,0,0,0,1.727304,1.299843,29
04:04.6,889.957478,736.917348,-9999,7.059104,5.346482,0,0,0,0,1.726781,1.299225,29
05:04.6,890.344158,739.321927,-9999,7.021232,5.394637,0,0,0,0,1.72709,1.300184,29
06:04.6,890.40685,737.565536,-9999,6.97603,5.4128,0,0,0,0,1.72714,1.299484,29
07:04.6,891.447648,736.710438,-9999,6.957872,5.533941,0,0,0,0,1.727972,1.299143,29
08:04.6,890.858721,738.87903,-9999,6.96126,5.507458,0,0,0,0,1.727501,1.300007,29
09:04.6,890.433262,738.165609,-9999,6.925101,5.480553,0,0,0,0,1.727161,1.299723,29
10:04.6,890.408068,739.152144,-9999,6.875469,5.491295,0,0,0,0,1.727141,1.300116,29
11:04.6,890.707037,738.518208,-9999,6.883106,5.538208,0,0,0,0,1.72738,1.299864,29
12:04.6,890.10726,738.531364,-9999,6.860644,5.547628,0,0,0,0,1.7269,1.299869,29
13:04.6,891.057039,740.297374,-9999,6.803233,5.492993,0,0,0,0,1.727659,1.300573,29
14:04.6,890.02759,737.836507,-9999,6.757491,5.497183,0,0,0,0,1.726837,1.299592,29
15:04.6,890.657023,739.969467,-9999,6.768039,5.494412,0,0,0,0,1.72734,1.300442,29
16:04.6,890.153521,738.724794,-9999,6.740517,5.492941,0,0,0,0,1.726937,1.299946,29
17:04.6,890.094869,737.70826,-9999,6.732664,5.545943,0,0,0,0,1.72689,1.299541,29
18:04.6,889.101824,738.207569,-9999,6.744445,5.580522,0,0,0,0,1.726097,1.29974,29
19:04.6,889.901709,739.159868,-9999,6.733294,5.538343,0,0,0,0,1.726736,1.300119,29
20:04.6,890.267409,738.742784,-9999,6.724755,5.550558,0,0,0,0,1.727028,1.299953,29
21:04.6,890.138917,740.303852,-9999,6.702605,5.588517,0,0,0,0,1.726926,1.300576,29
22:04.6,890.253364,738.143184,-9999,6.687259,5.545973,0,0,0,0,1.727017,1.299714,29.05
23:04.6,889.678085,740.087798,-9999,6.705773,5.573784,0,0,0,0,1.726557,1.300489,29.75
24:04.6,890.213019,739.298381,-9999,6.696317,5.606572,0,0,0,0,1.726985,1.300175,30
25:04.6,889.995001,739.74387,-9999,6.693669,5.55942,0,0,0,0,1.726811,1.300352,29.966667
26:04.6,890.362528,738.87128,-9999,6.661629,5.604607,0,0,0,0,1.727104,1.300004,30
27:04.6,889.554354,755.217983,-9999,6.650385,5.690103,0,0,0,0,1.726458,1.306522,30
28:04.6,888.246555,766.469205,-9999,6.677976,5.736775,0,0,0,0,1.725413,1.311007,30
29:04.6,890.438545,741.229515,-9999,6.674602,5.688894,0,0,0,0,1.727165,1.300945,30
30:04.6,888.958479,738.228798,-9999,6.72904,5.686936,0,0,0,0,1.725982,1.299748,30
31:04.6,889.966787,739.497542,-9999,6.74044,5.613242,0,0,0,0,1.726788,1.300254,30
32:04.6,888.471086,736.271053,-9999,6.711724,5.59918,0,0,0,0,1.725593,1.298968,30
